Date,Open,High,Low,Close,Adj Close,Volume
2019-02-25,104.430000,104.500000,104.360001,104.440002,95.597122,2849600
2019-02-26,104.750000,104.790001,104.599998,104.750000,95.880859,2647700
2019-02-27,104.570000,104.580002,104.300003,104.379997,95.542198,2530600
2019-02-28,104.339996,104.349998,104.059998,104.110001,95.295082,4949900
2019-03-01,103.739998,103.849998,103.570000,103.570000,94.982353,9003000
2019-03-04,103.730003,103.949997,103.660004,103.889999,95.275780,3506600
2019-03-05,103.769997,103.959999,103.699997,103.949997,95.330788,2112200
2019-03-06,103.989998,104.290001,103.989998,104.239998,95.596771,2401600
2019-03-07,104.440002,104.669998,104.430000,104.589996,95.917755,4822900
2019-03-08,104.690002,104.830002,104.580002,104.739998,96.055321,5212000
2019-03-11,104.730003,104.730003,104.570000,104.660004,95.981979,4654100
2019-03-12,104.739998,105.000000,104.699997,104.949997,96.247910,4942800
2019-03-13,104.839996,104.940002,104.800003,104.910004,96.211243,1715000
2019-03-14,104.860001,104.910004,104.650002,104.760002,96.073616,2514700
2019-03-15,105.080002,105.169998,104.970001,105.089996,96.376289,7846600
2019-03-18,104.989998,105.080002,104.940002,104.949997,96.247910,4166200
2019-03-19,104.779999,104.989998,104.750000,104.879997,96.183701,2138000
2019-03-20,105.029999,105.639999,105.010002,105.610001,96.853172,8061700
2019-03-21,105.730003,105.750000,105.480003,105.559998,96.807297,4633500
2019-03-22,106.089996,106.510002,106.040001,106.339996,97.522690,4721900
2019-03-25,106.339996,106.860001,106.250000,106.610001,97.770248,7828800
2019-03-26,106.389999,106.690002,106.339996,106.519997,97.687729,7483700
2019-03-27,106.809998,107.080002,106.750000,106.830002,97.972038,3555900
2019-03-28,106.800003,106.910004,106.660004,106.839996,97.981186,3769600
2019-03-29,106.470001,106.680000,106.440002,106.669998,97.825287,2748900
2019-04-01,106.099998,106.129997,105.680000,105.720001,97.152641,9430400
2019-04-02,105.820000,105.919998,105.760002,105.900002,97.318039,7318600
2019-04-03,105.570000,105.690002,105.519997,105.570000,97.014748,5207300
2019-04-04,105.620003,105.720001,105.550003,105.680000,97.115860,2293700
2019-04-05,105.599998,105.800003,105.589996,105.730003,97.161812,1749900
2019-04-08,105.709999,105.760002,105.559998,105.559998,97.005547,3591500
2019-04-09,105.820000,105.879997,105.720001,105.750000,97.180191,3210600
2019-04-10,105.919998,106.070000,105.910004,106.000000,97.409904,2059800
2019-04-11,105.830002,105.870003,105.720001,105.760002,97.189362,1547500
2019-04-12,105.389999,105.449997,105.269997,105.269997,96.739090,6032100
2019-04-15,105.290001,105.419998,105.290001,105.410004,96.867706,2410700
2019-04-16,105.190002,105.250000,105.029999,105.050003,96.536888,5003600
2019-04-17,105.000000,105.180000,105.000000,105.070000,96.555275,2348800
2019-04-18,105.330002,105.459999,105.290001,105.320000,96.785019,4893200
2019-04-22,105.260002,105.269997,105.120003,105.169998,96.647186,3630000
2019-04-23,105.320000,105.389999,105.279999,105.360001,96.821777,2462100
2019-04-24,105.660004,105.769997,105.639999,105.760002,97.189362,3266700
2019-04-25,105.730003,105.790001,105.589996,105.629997,97.069893,1457600
2019-04-26,105.970001,105.989998,105.849998,105.910004,97.327240,2156100
2019-04-29,105.720001,105.769997,105.610001,105.690002,97.125015,2715000
2019-04-30,105.629997,105.930000,105.620003,105.900002,97.318039,3621900
2019-05-01,105.699997,106.110001,105.550003,105.639999,97.273811,6870700
2019-05-02,105.529999,105.570000,105.269997,105.339996,96.997581,3126200
2019-05-03,105.459999,105.620003,105.430000,105.480003,97.126480,2625200
2019-05-06,105.879997,105.919998,105.730003,105.750000,97.375122,3370100
2019-05-07,106.010002,106.190002,105.959999,106.110001,97.706596,3965800
2019-05-08,106.209999,106.250000,105.860001,105.910004,97.522469,4226600
2019-05-09,106.300003,106.430000,106.050003,106.190002,97.780281,4224100
2019-05-10,106.239998,106.419998,106.050003,106.120003,97.715790,2855400
2019-05-13,106.570000,106.739998,106.519997,106.650002,98.203842,5653400
2019-05-14,106.570000,106.620003,106.440002,106.550003,98.111763,2573200
2019-05-15,106.940002,106.970001,106.739998,106.889999,98.424858,5512300
2019-05-16,106.650002,106.720001,106.550003,106.680000,98.231468,3898400
2019-05-17,106.910004,106.910004,106.620003,106.730003,98.277512,2128400
2019-05-20,106.750000,106.839996,106.529999,106.550003,98.111763,2439600
2019-05-21,106.480003,106.519997,106.339996,106.430000,98.001274,2675300
2019-05-22,106.599998,106.800003,106.570000,106.750000,98.295906,3561900
2019-05-23,107.010002,107.559998,107.010002,107.400002,98.894447,6184500
2019-05-24,107.330002,107.370003,107.230003,107.370003,98.866837,2422800
2019-05-28,107.620003,107.839996,107.529999,107.839996,99.299599,7039000
2019-05-29,108.089996,108.239998,107.779999,107.800003,99.262764,5251800
2019-05-30,107.860001,108.239998,107.720001,108.190002,99.621872,3461100
2019-05-31,108.559998,108.949997,108.489998,108.910004,100.284836,6020600
2019-06-03,108.879997,109.339996,108.769997,109.220001,100.767387,23830900
2019-06-04,108.760002,108.989998,108.599998,108.820000,100.398346,5503200
2019-06-05,108.959999,109.129997,108.760002,108.820000,100.398346,7712300
2019-06-06,108.910004,109.099998,108.730003,108.800003,100.379883,2392400
2019-06-07,109.400002,109.419998,109.139999,109.230003,100.776604,2805900
2019-06-10,108.860001,108.879997,108.680000,108.690002,100.278389,6071200
2019-06-11,108.620003,108.769997,108.580002,108.690002,100.278389,2735800
2019-06-12,108.769997,108.989998,108.760002,108.970001,100.536736,2062800
2019-06-13,109.070000,109.330002,109.050003,109.239998,100.785805,1684700
2019-06-14,109.160004,109.379997,109.150002,109.320000,100.859642,3880700
2019-06-17,109.300003,109.379997,109.169998,109.300003,100.841187,3038800
2019-06-18,109.750000,109.800003,109.410004,109.510002,101.034943,4564900
2019-06-19,109.279999,109.900002,109.209999,109.809998,101.311745,4541500
2019-06-20,110.040001,110.279999,109.970001,109.989998,101.477814,4575000
2019-06-21,109.730003,109.769997,109.449997,109.540001,101.062607,4305200
2019-06-24,109.739998,109.940002,109.709999,109.919998,101.413216,3046300
2019-06-25,110.029999,110.230003,109.949997,110.089996,101.570061,5251000
2019-06-26,109.949997,109.949997,109.599998,109.639999,101.154877,6675000
2019-06-27,109.769997,110.029999,109.680000,109.970001,101.459328,2538400
2019-06-28,109.870003,110.110001,109.809998,110.019997,101.505470,4341500
2019-07-01,109.820000,109.870003,109.500000,109.690002,101.377930,8183600
2019-07-02,109.809998,110.150002,109.790001,110.080002,101.738380,3117100
2019-07-03,110.209999,110.400002,110.199997,110.290001,101.932465,2607000
2019-07-05,109.650002,109.650002,109.339996,109.589996,101.285492,3664100
2019-07-08,109.750000,109.820000,109.480003,109.480003,101.183838,3254100
2019-07-09,109.489998,109.500000,109.339996,109.410004,101.119141,2061800
2019-07-10,109.510002,109.620003,109.339996,109.470001,101.174599,4343700
2019-07-11,109.330002,109.400002,108.879997,108.930000,100.675522,4769800
2019-07-12,108.919998,109.169998,108.889999,109.050003,100.786400,4141900
2019-07-15,109.139999,109.279999,109.070000,109.279999,100.999016,1753200
2019-07-16,108.930000,109.080002,108.830002,109.040001,100.777184,2766100
2019-07-17,109.230003,109.559998,109.220001,109.550003,101.248520,2624400
2019-07-18,109.430000,109.889999,109.400002,109.820000,101.498055,2386700
2019-07-19,109.589996,109.730003,109.510002,109.620003,101.313217,1728100
2019-07-22,109.790001,109.800003,109.629997,109.669998,101.359421,1629800
2019-07-23,109.550003,109.660004,109.419998,109.489998,101.193069,2329800
2019-07-24,109.639999,109.750000,109.559998,109.650002,101.340988,2268500
2019-07-25,109.519997,109.529999,109.230003,109.459999,101.165344,3172000
2019-07-26,109.500000,109.510002,109.320000,109.440002,101.146873,3004100
2019-07-29,109.620003,109.660004,109.519997,109.540001,101.239296,2505600
2019-07-30,109.629997,109.669998,109.449997,109.589996,101.285492,2514800
2019-07-31,109.559998,109.989998,109.389999,109.870003,101.544273,6669300
2019-08-01,109.839996,110.919998,109.790001,110.919998,102.696053,16938700
2019-08-02,110.940002,111.199997,110.839996,111.150002,102.908966,8503000
2019-08-05,111.820000,112.199997,111.760002,112.110001,103.797791,7626200
2019-08-06,111.879997,112.300003,111.790001,112.290001,103.964470,6462400
2019-08-07,113.070000,113.269997,112.169998,112.290001,103.964470,9665300
2019-08-08,111.989998,112.410004,111.660004,112.300003,103.973763,5178800
2019-08-09,112.379997,112.599998,112.059998,112.129997,103.816330,2869000
2019-08-12,112.540001,112.980003,112.510002,112.839996,104.473679,4739900
2019-08-13,112.860001,112.889999,112.150002,112.440002,104.103325,5888000
2019-08-14,113.089996,113.290001,113.000000,113.190002,104.797768,8124300
