RSSD9001,RSSD9050,RSSD9999,RSSDSubmissionDate,RSSD9055,RSSDOTSDocketNumber,RSSD9042,RSSD9017,RSSDFinInstAddress,RSSD9130,RSSD9200,RSSD9220,RSSDFinInstFilingType,RCFN5513,RCFNK260,RCFNK290,RCFNB554,RCFNB555,RCFNB553,RCFN2650,RCFN2625,RCFNGW43,RCFNB902,RCFNB903,RCFNB900,RCFNB901,RCFNK293,RCFNK291,RCFNK292,RCFNK296,RCFNK294,RCFNK295,RCFNK289,RCFN6631,RCFNB572,RCFNB573,RCFNB574,RCFN3404,RCFN3360,RCFNA245,RCFN6636,RCFNF235,RCFN2200,RCFNF234,RCFN2133,RCFN2898,RCFN3542,RCFN3543
3280625,57754,12/31/2022,20JAN2023:15:21:04,0,0,71926375,PROVIDENCE BANK & TRUST,630 EAST 162ND STREET,SOUTH HOLLAND,IL,60473,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280625,57754,03/31/2023,18APR2023:14:22:21,0,0,71926375,PROVIDENCE BANK & TRUST,630 EAST 162ND STREET,SOUTH HOLLAND,IL,60473,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281510,57716,03/31/2022,27APR2022:18:14:27,0,0,121143781,UNITED BUSINESS BANK,"500 YGNACIO VALLEY ROAD, SUITE 130",WALNUT CREEK,CA,94596,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281510,57716,06/30/2022,29JUL2022:17:52:49,0,0,121143781,UNITED BUSINESS BANK,"500 YGNACIO VALLEY ROAD, SUITE 130",WALNUT CREEK,CA,94596,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281510,57716,09/30/2022,27OCT2022:16:31:15,0,0,121143781,UNITED BUSINESS BANK,"500 YGNACIO VALLEY ROAD, SUITE 130",WALNUT CREEK,CA,94596,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281510,57716,12/31/2022,26JAN2023:18:42:16,0,0,121143781,UNITED BUSINESS BANK,"500 YGNACIO VALLEY ROAD, SUITE 130",WALNUT CREEK,CA,94596,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281510,57716,03/31/2023,19MAY2023:15:35:07,0,0,121143781,UNITED BUSINESS BANK,"500 YGNACIO VALLEY ROAD, SUITE 130",WALNUT CREEK,CA,94596,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282012,57569,03/31/2022,25APR2022:14:33:39,0,0,62206473,PEOPLESTRUST BANK,1281 MILITARY STREET SOUTH,HAMILTON,AL,35570,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282012,57569,06/30/2022,18JUL2022:10:04:59,0,0,62206473,PEOPLESTRUST BANK,1281 MILITARY STREET SOUTH,HAMILTON,AL,35570,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282012,57569,09/30/2022,24JAN2023:14:22:05,0,0,62206473,PEOPLESTRUST BANK,1281 MILITARY STREET SOUTH,HAMILTON,AL,35570,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282012,57569,12/31/2022,24JAN2023:14:22:11,0,0,62206473,PEOPLESTRUST BANK,1281 MILITARY STREET SOUTH,HAMILTON,AL,35570,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282012,57569,03/31/2023,18APR2023:14:25:24,0,0,62206473,PEOPLESTRUST BANK,1281 MILITARY STREET SOUTH,HAMILTON,AL,35570,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282692,57799,03/31/2022,28APR2022:15:29:39,0,0,125008712,FIRST SOUND BANK,"925 FOURTH AVENUE, SUITE 2350",SEATTLE,WA,98104,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282692,57799,06/30/2022,27JUL2022:16:50:31,0,0,125008712,FIRST SOUND BANK,"925 FOURTH AVENUE, SUITE 2350",SEATTLE,WA,98104,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282692,57799,09/30/2022,28OCT2022:12:14:19,0,0,125008712,FIRST SOUND BANK,"925 FOURTH AVENUE, SUITE 2350",SEATTLE,WA,98104,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282692,57799,12/31/2022,20JAN2023:16:23:48,0,0,125008712,FIRST SOUND BANK,"925 FOURTH AVENUE, SUITE 2350",SEATTLE,WA,98104,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282692,57799,03/31/2023,25APR2023:15:20:14,0,0,125008712,FIRST SOUND BANK,"925 FOURTH AVENUE, SUITE 2350",SEATTLE,WA,98104,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284070,57803,03/31/2022,29APR2022:15:38:35,0,0,72014477,ALLY BANK,200 WEST CIVIC CENTER DRIVE,SANDY,UT,84070,031,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,
3284070,57803,06/30/2022,29JUL2022:16:07:19,0,0,72014477,ALLY BANK,200 WEST CIVIC CENTER DRIVE,SANDY,UT,84070,031,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,
3284070,57803,09/30/2022,28OCT2022:10:22:36,0,0,72014477,ALLY BANK,200 WEST CIVIC CENTER DRIVE,SANDY,UT,84070,031,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,
3284070,57803,12/31/2022,27JAN2023:13:34:43,0,0,72014477,ALLY BANK,200 WEST CIVIC CENTER DRIVE,SANDY,UT,84070,031,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,
3284070,57803,03/31/2023,28APR2023:12:37:17,0,0,72014477,ALLY BANK,200 WEST CIVIC CENTER DRIVE,SANDY,UT,84070,031,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,
3284397,57833,03/31/2022,29APR2022:12:39:20,0,0,122487459,BEAL BANK USA,"1970 VILLAGE CENTER CIRCLE, SUITE 1",LAS VEGAS,NV,89134,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284397,57833,06/30/2022,29JUL2022:09:49:23,0,0,122487459,BEAL BANK USA,"1970 VILLAGE CENTER CIRCLE, SUITE 1",LAS VEGAS,NV,89134,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284397,57833,09/30/2022,07NOV2022:07:48:34,0,0,122487459,BEAL BANK USA,"1970 VILLAGE CENTER CIRCLE, SUITE 1",LAS VEGAS,NV,89134,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284397,57833,12/31/2022,08FEB2023:13:30:09,0,0,122487459,BEAL BANK USA,"1970 VILLAGE CENTER CIRCLE, SUITE 1",LAS VEGAS,NV,89134,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284397,57833,03/31/2023,09MAY2023:18:00:34,0,0,122487459,BEAL BANK USA,"1970 VILLAGE CENTER CIRCLE, SUITE 1",LAS VEGAS,NV,89134,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284445,57703,03/31/2022,29APR2022:18:10:43,24467,0,111024975,"T BANK, NATIONAL ASSOCIATION","16200 DALLAS PARKWAY, SUITE 190",DALLAS,TX,75248,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284445,57703,06/30/2022,17AUG2022:16:51:51,24467,0,111024975,"T BANK, NATIONAL ASSOCIATION","16200 DALLAS PARKWAY, SUITE 190",DALLAS,TX,75248,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284445,57703,09/30/2022,10NOV2022:14:54:39,24467,0,111024975,"T BANK, NATIONAL ASSOCIATION","16200 DALLAS PARKWAY, SUITE 190",DALLAS,TX,75248,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284445,57703,12/31/2022,30JAN2023:19:10:11,24467,0,111024975,"T BANK, NATIONAL ASSOCIATION","16200 DALLAS PARKWAY, SUITE 190",DALLAS,TX,75248,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284445,57703,03/31/2023,25MAY2023:16:08:51,24467,0,111024975,"T BANK, NATIONAL ASSOCIATION","16200 DALLAS PARKWAY, SUITE 190",DALLAS,TX,75248,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284490,57813,03/31/2022,22APR2022:14:13:39,0,0,81519073,STERLING BANK,1100 STERLING DRIVE,POPLAR BLUFF,MO,63901,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284490,57813,06/30/2022,20JUL2022:16:38:20,0,0,81519073,STERLING BANK,1100 STERLING DRIVE,POPLAR BLUFF,MO,63901,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284490,57813,09/30/2022,24OCT2022:16:51:04,0,0,81519073,STERLING BANK,1100 STERLING DRIVE,POPLAR BLUFF,MO,63901,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284490,57813,12/31/2022,23JAN2023:15:59:42,0,0,81519073,STERLING BANK,1100 STERLING DRIVE,POPLAR BLUFF,MO,63901,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284490,57813,03/31/2023,19APR2023:10:58:45,0,0,81519073,STERLING BANK,1100 STERLING DRIVE,POPLAR BLUFF,MO,63901,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285246,57910,03/31/2022,28APR2022:11:50:18,0,0,73922885,FIRST STATE BANK,401 MAIN STREET,NASHUA,IA,50658,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285246,57910,06/30/2022,28JUL2022:15:08:52,0,0,73922885,FIRST STATE BANK,401 MAIN STREET,NASHUA,IA,50658,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285246,57910,09/30/2022,20OCT2022:17:09:08,0,0,73922885,FIRST STATE BANK,401 MAIN STREET,NASHUA,IA,50658,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285246,57910,12/31/2022,31JAN2023:11:09:50,0,0,73922885,FIRST STATE BANK,401 MAIN STREET,NASHUA,IA,50658,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285246,57910,03/31/2023,28APR2023:17:48:42,0,0,73922885,FIRST STATE BANK,401 MAIN STREET,NASHUA,IA,50658,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285778,57784,03/31/2022,16AUG2022:08:24:24,0,0,53112547,NANTAHALA BANK & TRUST COMPANY,120 SILER ROAD,FRANKLIN,NC,28734,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285778,57784,06/30/2022,16AUG2022:08:29:04,0,0,53112547,NANTAHALA BANK & TRUST COMPANY,120 SILER ROAD,FRANKLIN,NC,28734,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285778,57784,09/30/2022,19OCT2022:14:59:41,0,0,53112547,NANTAHALA BANK & TRUST COMPANY,120 SILER ROAD,FRANKLIN,NC,28734,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285778,57784,12/31/2022,24JAN2023:13:55:13,0,0,53112547,NANTAHALA BANK & TRUST COMPANY,120 SILER ROAD,FRANKLIN,NC,28734,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285778,57784,03/31/2023,29APR2023:07:01:02,0,0,53112547,NANTAHALA BANK & TRUST COMPANY,120 SILER ROAD,FRANKLIN,NC,28734,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286999,57915,03/31/2022,26APR2022:16:21:55,0,0,103189682,BANK OF GRAND LAKE,201 EAST 18TH STREET,GROVE,OK,74344,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286999,57915,06/30/2022,22JUL2022:17:26:57,0,0,103189682,BANK OF GRAND LAKE,201 EAST 18TH STREET,GROVE,OK,74344,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286999,57915,09/30/2022,25OCT2022:10:46:02,0,0,103189682,BANK OF GRAND LAKE,201 EAST 18TH STREET,GROVE,OK,74344,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286999,57915,12/31/2022,17FEB2023:15:23:33,0,0,103189682,BANK OF GRAND LAKE,201 EAST 18TH STREET,GROVE,OK,74344,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286999,57915,03/31/2023,24APR2023:16:09:48,0,0,103189682,BANK OF GRAND LAKE,201 EAST 18TH STREET,GROVE,OK,74344,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287660,57542,03/31/2022,29APR2022:12:13:10,0,0,122487404,TOYOTA FINANCIAL SAVINGS BANK,"2485 VILLAGE VIEW DRIVE, SUITE 200",HENDERSON,NV,89074,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287660,57542,06/30/2022,29JUL2022:13:55:57,0,0,122487404,TOYOTA FINANCIAL SAVINGS BANK,"2485 VILLAGE VIEW DRIVE, SUITE 200",HENDERSON,NV,89074,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287660,57542,09/30/2022,27OCT2022:15:04:53,0,0,122487404,TOYOTA FINANCIAL SAVINGS BANK,"2485 VILLAGE VIEW DRIVE, SUITE 200",HENDERSON,NV,89074,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287660,57542,12/31/2022,27JAN2023:13:44:06,0,0,122487404,TOYOTA FINANCIAL SAVINGS BANK,"2485 VILLAGE VIEW DRIVE, SUITE 200",HENDERSON,NV,89074,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287660,57542,03/31/2023,27APR2023:17:20:04,0,0,122487404,TOYOTA FINANCIAL SAVINGS BANK,"2485 VILLAGE VIEW DRIVE, SUITE 200",HENDERSON,NV,89074,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288452,57874,03/31/2022,28APR2022:16:50:04,0,0,84008947,PARAGON BANK,"5400 POPLAR AVENUE, SUITE 150",MEMPHIS,TN,38119,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288452,57874,06/30/2022,28JUL2022:17:29:37,0,0,84008947,PARAGON BANK,"5400 POPLAR AVENUE, SUITE 150",MEMPHIS,TN,38119,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288452,57874,09/30/2022,26OCT2022:18:08:32,0,0,84008947,PARAGON BANK,"5400 POPLAR AVENUE, SUITE 150",MEMPHIS,TN,38119,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288452,57874,12/31/2022,30JAN2023:15:41:50,0,0,84008947,PARAGON BANK,"5400 POPLAR AVENUE, SUITE 150",MEMPHIS,TN,38119,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288452,57874,03/31/2023,27APR2023:22:09:13,0,0,84008947,PARAGON BANK,"5400 POPLAR AVENUE, SUITE 150",MEMPHIS,TN,38119,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290240,57825,03/31/2022,06MAY2022:13:36:17,0,0,64008912,TRUXTON TRUST COMPANY,4525 HARDING ROAD SUITE 300,NASHVILLE,TN,37205,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290240,57825,06/30/2022,03AUG2022:18:24:30,0,0,64008912,TRUXTON TRUST COMPANY,4525 HARDING ROAD SUITE 300,NASHVILLE,TN,37205,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290240,57825,09/30/2022,25OCT2022:16:51:57,0,0,64008912,TRUXTON TRUST COMPANY,4525 HARDING ROAD SUITE 300,NASHVILLE,TN,37205,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290240,57825,12/31/2022,25JAN2023:20:28:16,0,0,64008912,TRUXTON TRUST COMPANY,4525 HARDING ROAD SUITE 300,NASHVILLE,TN,37205,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290240,57825,03/31/2023,24APR2023:17:31:00,0,0,64008912,TRUXTON TRUST COMPANY,4525 HARDING ROAD SUITE 300,NASHVILLE,TN,37205,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293540,57740,03/31/2022,11MAY2022:16:24:25,0,0,121143833,PACIFIC VALLEY BANK,422 MAIN STREET,SALINAS,CA,93901,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293540,57740,06/30/2022,26JUL2022:17:18:21,0,0,121143833,PACIFIC VALLEY BANK,422 MAIN STREET,SALINAS,CA,93901,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293540,57740,09/30/2022,27OCT2022:16:36:33,0,0,121143833,PACIFIC VALLEY BANK,422 MAIN STREET,SALINAS,CA,93901,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293540,57740,12/31/2022,27JAN2023:19:41:41,0,0,121143833,PACIFIC VALLEY BANK,422 MAIN STREET,SALINAS,CA,93901,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293540,57740,03/31/2023,25APR2023:14:51:30,0,0,121143833,PACIFIC VALLEY BANK,422 MAIN STREET,SALINAS,CA,93901,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296859,57901,03/31/2022,01MAR2023:09:46:05,0,0,111025123,ONE WORLD BANK,2449 WALNUT HILL LANE,DALLAS,TX,752290819,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296859,57901,06/30/2022,01MAR2023:09:46:41,0,0,111025123,ONE WORLD BANK,2449 WALNUT HILL LANE,DALLAS,TX,752290819,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296859,57901,09/30/2022,01MAR2023:09:47:18,0,0,111025123,ONE WORLD BANK,2449 WALNUT HILL LANE,DALLAS,TX,752290819,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296859,57901,12/31/2022,12APR2023:16:02:06,0,0,111025123,ONE WORLD BANK,2449 WALNUT HILL LANE,DALLAS,TX,752290819,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296859,57901,03/31/2023,28APR2023:12:17:16,0,0,111025123,ONE WORLD BANK,2449 WALNUT HILL LANE,DALLAS,TX,752290819,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297490,57922,03/31/2022,29APR2022:13:32:36,0,0,111925113,TEXAS BRAND BANK,"4161 MCKINNEY AVENUE, SUITE 101",DALLAS,TX,75204,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297490,57922,06/30/2022,25JUL2022:23:39:17,0,0,111925113,TEXAS BRAND BANK,"4161 MCKINNEY AVENUE, SUITE 101",DALLAS,TX,75204,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297490,57922,09/30/2022,28OCT2022:14:15:53,0,0,111925113,TEXAS BRAND BANK,"4161 MCKINNEY AVENUE, SUITE 101",DALLAS,TX,75204,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297490,57922,12/31/2022,30JAN2023:17:08:18,0,0,111925113,TEXAS BRAND BANK,"4161 MCKINNEY AVENUE, SUITE 101",DALLAS,TX,75204,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297490,57922,03/31/2023,28APR2023:19:14:03,0,0,111925113,TEXAS BRAND BANK,"4161 MCKINNEY AVENUE, SUITE 101",DALLAS,TX,75204,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303298,57957,03/31/2022,28APR2022:14:08:10,24571,0,11500120,"CITIZENS BANK, NATIONAL ASSOCIATION",ONE CITIZENS PLAZA,PROVIDENCE,RI,02903,031,0,0,,0,0,192242,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,2121320,0,192242,192242,,192242,192247,,,,
3303298,57957,06/30/2022,23AUG2022:13:46:28,24571,0,11500120,"CITIZENS BANK, NATIONAL ASSOCIATION",ONE CITIZENS PLAZA,PROVIDENCE,RI,02903,031,0,0,,0,0,141776,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1729779,0,141776,141776,,141776,141793,,,,
3303298,57957,09/30/2022,28OCT2022:10:32:45,24571,0,11500120,"CITIZENS BANK, NATIONAL ASSOCIATION",ONE CITIZENS PLAZA,PROVIDENCE,RI,02903,031,0,0,,0,0,129850,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1993927,0,129850,129850,,129850,129879,,,,
3303298,57957,12/31/2022,30JAN2023:09:55:27,24571,0,11500120,"CITIZENS BANK, NATIONAL ASSOCIATION",ONE CITIZENS PLAZA,PROVIDENCE,RI,02903,031,0,0,,0,0,123567,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1746519,0,123567,123567,,123567,123633,,,,
3303298,57957,03/31/2023,28APR2023:12:02:15,24571,0,11500120,"CITIZENS BANK, NATIONAL ASSOCIATION",ONE CITIZENS PLAZA,PROVIDENCE,RI,02903,031,0,0,,0,0,138120,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1830268,0,138120,138120,,138120,138190,,,,
3303944,57872,03/31/2022,29APR2022:11:38:29,0,0,123206943,PACIFIC WEST BANK,2040 WEST EIGHTH AVENUE,WEST LINN,OR,97068,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303944,57872,06/30/2022,28JUL2022:21:17:17,0,0,123206943,PACIFIC WEST BANK,2040 WEST EIGHTH AVENUE,WEST LINN,OR,97068,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303944,57872,09/30/2022,27OCT2022:17:56:22,0,0,123206943,PACIFIC WEST BANK,2040 WEST EIGHTH AVENUE,WEST LINN,OR,97068,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303944,57872,12/31/2022,30JAN2023:20:15:42,0,0,123206943,PACIFIC WEST BANK,2040 WEST EIGHTH AVENUE,WEST LINN,OR,97068,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303944,57872,03/31/2023,01JUN2023:16:47:26,0,0,123206943,PACIFIC WEST BANK,2040 WEST EIGHTH AVENUE,WEST LINN,OR,97068,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303953,57849,03/31/2022,29APR2022:12:42:15,0,0,21313925,PIONEER COMMERCIAL BANK,652 ALBANY SHAKER ROAD,ALBANY,NY,12211,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303953,57849,06/30/2022,29JUL2022:11:51:20,0,0,21313925,PIONEER COMMERCIAL BANK,652 ALBANY SHAKER ROAD,ALBANY,NY,12211,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303953,57849,09/30/2022,28OCT2022:09:25:37,0,0,21313925,PIONEER COMMERCIAL BANK,652 ALBANY SHAKER ROAD,ALBANY,NY,12211,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303953,57849,12/31/2022,30JAN2023:10:38:04,0,0,21313925,PIONEER COMMERCIAL BANK,652 ALBANY SHAKER ROAD,ALBANY,NY,12211,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303953,57849,03/31/2023,28APR2023:11:02:32,0,0,21313925,PIONEER COMMERCIAL BANK,652 ALBANY SHAKER ROAD,ALBANY,NY,12211,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306280,57953,03/31/2022,26APR2022:15:08:55,24573,0,82908858,LEGACY NATIONAL BANK,4055 WEST SUNSET,SPRINGDALE,AR,72762,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306280,57953,06/30/2022,21JUL2022:11:27:20,24573,0,82908858,LEGACY NATIONAL BANK,4055 WEST SUNSET,SPRINGDALE,AR,72762,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306280,57953,09/30/2022,20OCT2022:10:53:09,24573,0,82908858,LEGACY NATIONAL BANK,4055 WEST SUNSET,SPRINGDALE,AR,72762,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306280,57953,12/31/2022,30JAN2023:12:10:06,24573,0,82908858,LEGACY NATIONAL BANK,4055 WEST SUNSET,SPRINGDALE,AR,72762,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306280,57953,03/31/2023,25APR2023:15:24:34,24573,0,82908858,LEGACY NATIONAL BANK,4055 WEST SUNSET,SPRINGDALE,AR,72762,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306598,57867,03/31/2022,18APR2022:14:39:09,0,0,83908433,"UNITED CITIZENS BANK OF SOUTHERN KENTUCKY, INC.",700 JAMESTOWN STREET,COLUMBIA,KY,42728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306598,57867,06/30/2022,26JUL2022:15:35:38,0,0,83908433,"UNITED CITIZENS BANK OF SOUTHERN KENTUCKY, INC.",700 JAMESTOWN STREET,COLUMBIA,KY,42728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306598,57867,09/30/2022,18OCT2022:15:09:46,0,0,83908433,"UNITED CITIZENS BANK OF SOUTHERN KENTUCKY, INC.",700 JAMESTOWN STREET,COLUMBIA,KY,42728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306598,57867,12/31/2022,09JAN2023:14:33:41,0,0,83908433,"UNITED CITIZENS BANK OF SOUTHERN KENTUCKY, INC.",700 JAMESTOWN STREET,COLUMBIA,KY,42728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306598,57867,03/31/2023,17APR2023:11:53:22,0,0,83908433,"UNITED CITIZENS BANK OF SOUTHERN KENTUCKY, INC.",700 JAMESTOWN STREET,COLUMBIA,KY,42728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308529,57952,03/31/2022,19MAY2022:17:24:54,0,0,92905443,BANK OF BOZEMAN,875 HARMON STREAM BOULEVARD,BOZEMAN,MT,59718,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308529,57952,06/30/2022,28JUL2022:11:21:16,0,0,92905443,BANK OF BOZEMAN,875 HARMON STREAM BOULEVARD,BOZEMAN,MT,59718,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308529,57952,09/30/2022,26OCT2022:16:24:53,0,0,92905443,BANK OF BOZEMAN,875 HARMON STREAM BOULEVARD,BOZEMAN,MT,59718,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308529,57952,12/31/2022,27JAN2023:13:11:42,0,0,92905443,BANK OF BOZEMAN,875 HARMON STREAM BOULEVARD,BOZEMAN,MT,59718,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308529,57952,03/31/2023,28APR2023:13:48:57,0,0,92905443,BANK OF BOZEMAN,875 HARMON STREAM BOULEVARD,BOZEMAN,MT,59718,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308574,57884,03/31/2022,28APR2022:17:52:15,0,0,81019117,PARAMOUNT BANK,90 VILLAGE SQUARE CENTER,HAZELWOOD,MO,63042,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
