RSSD9001,RSSD9050,RSSD9999,RSSDSubmissionDate,RSSD9055,RSSDOTSDocketNumber,RSSD9042,RSSD9017,RSSDFinInstAddress,RSSD9130,RSSD9200,RSSD9220,RSSDFinInstFilingType,RCFN5513,RCFNK260,RCFNK290,RCFNB554,RCFNB555,RCFNB553,RCFN2650,RCFN2625,RCFNGW43,RCFNB902,RCFNB903,RCFNB900,RCFNB901,RCFNK293,RCFNK291,RCFNK292,RCFNK296,RCFNK294,RCFNK295,RCFNK289,RCFN6631,RCFNB572,RCFNB573,RCFNB574,RCFN3404,RCFN3360,RCFNA245,RCFN6636,RCFNF235,RCFN2200,RCFNF234,RCFN2133,RCFN2898,RCFN3542,RCFN3543
264772,32551,12/31/2022,26JAN2023:16:27:36,25228,0,124303256,"LENDINGCLUB BANK, NATIONAL ASSOCIATION","2701 N THANKSGIVING WAY, SUITE 300",LEHI,UT,84043,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264772,32551,03/31/2023,27APR2023:14:22:39,25228,0,124303256,"LENDINGCLUB BANK, NATIONAL ASSOCIATION","2701 N THANKSGIVING WAY, SUITE 300",LEHI,UT,84043,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265340,12163,03/31/2022,29APR2022:12:54:28,0,0,83905546,"FARMERS BANK OF MILTON, THE",41 FERRY STREET,MILTON,KY,40045,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265340,12163,06/30/2022,27JUL2022:09:40:24,0,0,83905546,"FARMERS BANK OF MILTON, THE",41 FERRY STREET,MILTON,KY,40045,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265340,12163,09/30/2022,26OCT2022:10:38:04,0,0,83905546,"FARMERS BANK OF MILTON, THE",41 FERRY STREET,MILTON,KY,40045,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265340,12163,12/31/2022,27JAN2023:15:01:06,0,0,83905546,"FARMERS BANK OF MILTON, THE",41 FERRY STREET,MILTON,KY,40045,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265340,12163,03/31/2023,28APR2023:13:21:15,0,0,83905546,"FARMERS BANK OF MILTON, THE",41 FERRY STREET,MILTON,KY,40045,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265407,18012,03/31/2022,17MAY2022:12:27:22,0,10780,211770271,BANK OF NEW HAMPSHIRE,62 PLEASANT STREET,LACONIA,NH,03246,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265407,18012,06/30/2022,03AUG2022:14:07:35,0,10780,211770271,BANK OF NEW HAMPSHIRE,62 PLEASANT STREET,LACONIA,NH,03246,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265407,18012,09/30/2022,28OCT2022:10:43:55,0,10780,211770271,BANK OF NEW HAMPSHIRE,62 PLEASANT STREET,LACONIA,NH,03246,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265407,18012,12/31/2022,27JAN2023:10:52:56,0,10780,211770271,BANK OF NEW HAMPSHIRE,62 PLEASANT STREET,LACONIA,NH,03246,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265407,18012,03/31/2023,23JUN2023:14:08:11,0,10780,211770271,BANK OF NEW HAMPSHIRE,62 PLEASANT STREET,LACONIA,NH,03246,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265452,18165,03/31/2022,08APR2022:12:24:25,0,0,101109321,"STOCKGROWERS STATE BANK, THE",3RD & MAIN,MAPLE HILL,KS,66507,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265452,18165,06/30/2022,19JUL2022:09:45:08,0,0,101109321,"STOCKGROWERS STATE BANK, THE",3RD & MAIN,MAPLE HILL,KS,66507,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265452,18165,09/30/2022,14OCT2022:15:49:51,0,0,101109321,"STOCKGROWERS STATE BANK, THE",3RD & MAIN,MAPLE HILL,KS,66507,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265452,18165,12/31/2022,30JAN2023:16:43:47,0,0,101109321,"STOCKGROWERS STATE BANK, THE",3RD & MAIN,MAPLE HILL,KS,66507,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265452,18165,03/31/2023,11MAY2023:11:13:05,0,0,101109321,"STOCKGROWERS STATE BANK, THE",3RD & MAIN,MAPLE HILL,KS,66507,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265676,31545,03/31/2022,21APR2022:14:16:05,0,0,284373838,CENTRAL BANK,485 WAYNE ROAD,SAVANNAH,TN,38372,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265676,31545,06/30/2022,25JUL2022:13:25:46,0,0,284373838,CENTRAL BANK,485 WAYNE ROAD,SAVANNAH,TN,38372,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265676,31545,09/30/2022,26OCT2022:08:04:30,0,0,284373838,CENTRAL BANK,485 WAYNE ROAD,SAVANNAH,TN,38372,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265676,31545,12/31/2022,13APR2023:14:29:57,0,0,284373838,CENTRAL BANK,485 WAYNE ROAD,SAVANNAH,TN,38372,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265676,31545,03/31/2023,25APR2023:16:01:21,0,0,284373838,CENTRAL BANK,485 WAYNE ROAD,SAVANNAH,TN,38372,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266066,26219,03/31/2022,26APR2022:14:24:54,18609,0,111315794,FIRST NATIONAL BANK,729 W 7TH,SPEARMAN,TX,790810337,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266066,26219,06/30/2022,22JUL2022:12:52:14,18609,0,111315794,FIRST NATIONAL BANK,729 W 7TH,SPEARMAN,TX,790810337,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266066,26219,09/30/2022,25OCT2022:10:32:56,18609,0,111315794,FIRST NATIONAL BANK,729 W 7TH,SPEARMAN,TX,790810337,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266066,26219,12/31/2022,26JAN2023:14:16:35,18609,0,111315794,FIRST NATIONAL BANK,729 W 7TH,SPEARMAN,TX,790810337,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266066,26219,03/31/2023,20APR2023:15:45:33,18609,0,111315794,FIRST NATIONAL BANK,729 W 7TH,SPEARMAN,TX,790810337,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266244,12706,03/31/2022,08AUG2022:11:15:11,0,0,81006395,STATE BANK,885 NORTH ILLINOIS ROUTE 3,WATERLOO,IL,62298,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266244,12706,06/30/2022,08AUG2022:11:35:01,0,0,81006395,STATE BANK,885 NORTH ILLINOIS ROUTE 3,WATERLOO,IL,62298,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266244,12706,09/30/2022,28OCT2022:16:55:58,0,0,81006395,STATE BANK,885 NORTH ILLINOIS ROUTE 3,WATERLOO,IL,62298,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266244,12706,12/31/2022,26JAN2023:10:50:02,0,0,81006395,STATE BANK,885 NORTH ILLINOIS ROUTE 3,WATERLOO,IL,62298,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266244,12706,03/31/2023,22MAY2023:11:38:13,0,0,81006395,STATE BANK,885 NORTH ILLINOIS ROUTE 3,WATERLOO,IL,62298,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266253,4061,03/31/2022,11APR2022:13:03:41,0,0,103102368,ACB BANK,323 SOUTH GRAND,CHEROKEE,OK,73728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266253,4061,06/30/2022,13JUL2022:09:16:55,0,0,103102368,ACB BANK,323 SOUTH GRAND,CHEROKEE,OK,73728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266253,4061,09/30/2022,21OCT2022:15:51:35,0,0,103102368,ACB BANK,323 SOUTH GRAND,CHEROKEE,OK,73728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266253,4061,12/31/2022,11JAN2023:16:30:26,0,0,103102368,ACB BANK,323 SOUTH GRAND,CHEROKEE,OK,73728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266253,4061,03/31/2023,13APR2023:16:25:34,0,0,103102368,ACB BANK,323 SOUTH GRAND,CHEROKEE,OK,73728,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266655,5405,03/31/2022,25APR2022:16:23:47,0,0,104901717,FIRST BANK AND TRUST OF FULLERTON,230 BROADWAY,FULLERTON,NE,68638,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266655,5405,06/30/2022,26JUL2022:10:36:19,0,0,104901717,FIRST BANK AND TRUST OF FULLERTON,230 BROADWAY,FULLERTON,NE,68638,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266655,5405,09/30/2022,25OCT2022:15:26:34,0,0,104901717,FIRST BANK AND TRUST OF FULLERTON,230 BROADWAY,FULLERTON,NE,68638,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266655,5405,12/31/2022,25JAN2023:11:30:52,0,0,104901717,FIRST BANK AND TRUST OF FULLERTON,230 BROADWAY,FULLERTON,NE,68638,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266655,5405,03/31/2023,18APR2023:12:31:32,0,0,104901717,FIRST BANK AND TRUST OF FULLERTON,230 BROADWAY,FULLERTON,NE,68638,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266851,14056,03/31/2022,27JAN2023:10:13:03,0,0,81914131,FARMERS AND MERCHANTS BANK OF ST. CLAIR,959 N. COMMERCIAL AVE,SAINT CLAIR,MO,63077,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266851,14056,06/30/2022,27JAN2023:10:13:09,0,0,81914131,FARMERS AND MERCHANTS BANK OF ST. CLAIR,959 N. COMMERCIAL AVE,SAINT CLAIR,MO,63077,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266851,14056,09/30/2022,27JAN2023:10:13:17,0,0,81914131,FARMERS AND MERCHANTS BANK OF ST. CLAIR,959 N. COMMERCIAL AVE,SAINT CLAIR,MO,63077,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266851,14056,12/31/2022,27JAN2023:10:13:23,0,0,81914131,FARMERS AND MERCHANTS BANK OF ST. CLAIR,959 N. COMMERCIAL AVE,SAINT CLAIR,MO,63077,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266851,14056,03/31/2023,20APR2023:15:07:21,0,0,81914131,FARMERS AND MERCHANTS BANK OF ST. CLAIR,959 N. COMMERCIAL AVE,SAINT CLAIR,MO,63077,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266945,292,03/31/2022,19APR2022:10:47:29,0,0,83902581,MONTICELLO BANKING COMPANY,50 NORTH MAIN STREET,MONTICELLO,KY,42633,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266945,292,06/30/2022,19JUL2022:11:10:31,0,0,83902581,MONTICELLO BANKING COMPANY,50 NORTH MAIN STREET,MONTICELLO,KY,42633,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266945,292,09/30/2022,10NOV2022:08:12:10,0,0,83902581,MONTICELLO BANKING COMPANY,50 NORTH MAIN STREET,MONTICELLO,KY,42633,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266945,292,12/31/2022,06MAR2023:10:55:20,0,0,83902581,MONTICELLO BANKING COMPANY,50 NORTH MAIN STREET,MONTICELLO,KY,42633,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266945,292,03/31/2023,20APR2023:15:07:10,0,0,83902581,MONTICELLO BANKING COMPANY,50 NORTH MAIN STREET,MONTICELLO,KY,42633,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267652,16656,03/31/2022,06APR2022:09:03:51,0,0,91916527,SECURITY STATE BANK OF AITKIN,402 MINNESOTA AVENUE NORTH,AITKIN,MN,56431,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267652,16656,06/30/2022,08JUL2022:14:58:15,0,0,91916527,SECURITY STATE BANK OF AITKIN,402 MINNESOTA AVENUE NORTH,AITKIN,MN,56431,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267652,16656,09/30/2022,14OCT2022:09:49:25,0,0,91916527,SECURITY STATE BANK OF AITKIN,402 MINNESOTA AVENUE NORTH,AITKIN,MN,56431,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267652,16656,12/31/2022,10JAN2023:11:35:44,0,0,91916527,SECURITY STATE BANK OF AITKIN,402 MINNESOTA AVENUE NORTH,AITKIN,MN,56431,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267652,16656,03/31/2023,14APR2023:12:02:33,0,0,91916527,SECURITY STATE BANK OF AITKIN,402 MINNESOTA AVENUE NORTH,AITKIN,MN,56431,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268006,18013,03/31/2022,17MAY2022:10:07:48,0,0,211770213,MASCOMA BANK,67 NORTH PARK STREET,LEBANON,NH,03766,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268006,18013,06/30/2022,28JUL2022:14:18:26,0,0,211770213,MASCOMA BANK,67 NORTH PARK STREET,LEBANON,NH,03766,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268006,18013,09/30/2022,28OCT2022:09:01:51,0,0,211770213,MASCOMA BANK,67 NORTH PARK STREET,LEBANON,NH,03766,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268006,18013,12/31/2022,16FEB2023:10:23:44,0,0,211770213,MASCOMA BANK,67 NORTH PARK STREET,LEBANON,NH,03766,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268006,18013,03/31/2023,19MAY2023:10:19:46,0,0,211770213,MASCOMA BANK,67 NORTH PARK STREET,LEBANON,NH,03766,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268136,11295,03/31/2022,15APR2022:11:51:28,0,0,61203558,"CITIZENS BANK OF SWAINSBORO, THE",121 NORTH MAIN STREET,SWAINSBORO,GA,30401,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268136,11295,06/30/2022,22JUL2022:12:19:00,0,0,61203558,"CITIZENS BANK OF SWAINSBORO, THE",121 NORTH MAIN STREET,SWAINSBORO,GA,30401,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268136,11295,09/30/2022,26OCT2022:14:49:50,0,0,61203558,"CITIZENS BANK OF SWAINSBORO, THE",121 NORTH MAIN STREET,SWAINSBORO,GA,30401,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268136,11295,12/31/2022,24JAN2023:11:18:33,0,0,61203558,"CITIZENS BANK OF SWAINSBORO, THE",121 NORTH MAIN STREET,SWAINSBORO,GA,30401,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268136,11295,03/31/2023,27APR2023:13:27:22,0,0,61203558,"CITIZENS BANK OF SWAINSBORO, THE",121 NORTH MAIN STREET,SWAINSBORO,GA,30401,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268677,30394,03/31/2022,29APR2022:14:44:49,705273,5273,226072498,CARVER FEDERAL SAVINGS BANK,75 WEST 125TH STREET,NEW YORK,NY,10027,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268677,30394,06/30/2022,29JUL2022:15:03:54,705273,5273,226072498,CARVER FEDERAL SAVINGS BANK,75 WEST 125TH STREET,NEW YORK,NY,10027,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268677,30394,09/30/2022,28OCT2022:16:52:42,705273,5273,226072498,CARVER FEDERAL SAVINGS BANK,75 WEST 125TH STREET,NEW YORK,NY,10027,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268677,30394,12/31/2022,30JAN2023:17:03:39,705273,5273,226072498,CARVER FEDERAL SAVINGS BANK,75 WEST 125TH STREET,NEW YORK,NY,10027,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268677,30394,03/31/2023,28APR2023:13:37:39,705273,5273,226072498,CARVER FEDERAL SAVINGS BANK,75 WEST 125TH STREET,NEW YORK,NY,10027,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268828,19011,03/31/2022,24OCT2022:15:59:40,0,0,51401153,LEGACY BANK,20957 RIVERSIDE DRIVE,GRUNDY,VA,24614,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268828,19011,06/30/2022,24OCT2022:15:59:56,0,0,51401153,LEGACY BANK,20957 RIVERSIDE DRIVE,GRUNDY,VA,24614,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268828,19011,09/30/2022,24OCT2022:16:00:08,0,0,51401153,LEGACY BANK,20957 RIVERSIDE DRIVE,GRUNDY,VA,24614,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268828,19011,12/31/2022,31JAN2023:13:05:09,0,0,51401153,LEGACY BANK,20957 RIVERSIDE DRIVE,GRUNDY,VA,24614,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268828,19011,03/31/2023,11MAY2023:14:50:08,0,0,51401153,LEGACY BANK,20957 RIVERSIDE DRIVE,GRUNDY,VA,24614,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268976,27238,03/31/2022,12MAY2022:11:21:39,0,4390,211371573,WINCHESTER CO-OPERATIVE BANK,19 CHURCH STREET,WINCHESTER,MA,01890,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268976,27238,06/30/2022,29JUL2022:11:59:29,0,4390,211371573,WINCHESTER CO-OPERATIVE BANK,19 CHURCH STREET,WINCHESTER,MA,01890,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268976,27238,09/30/2022,26OCT2022:10:11:35,0,4390,211371573,WINCHESTER CO-OPERATIVE BANK,19 CHURCH STREET,WINCHESTER,MA,01890,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268976,27238,12/31/2022,30JAN2023:13:02:17,0,4390,211371573,WINCHESTER CO-OPERATIVE BANK,19 CHURCH STREET,WINCHESTER,MA,01890,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268976,27238,03/31/2023,27APR2023:11:50:34,0,4390,211371573,WINCHESTER CO-OPERATIVE BANK,19 CHURCH STREET,WINCHESTER,MA,01890,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269049,11763,03/31/2022,24APR2022:13:42:56,0,0,73905187,VISIONBANK OF IOWA,104 CHESTNUT,AMES,IA,50010,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269049,11763,06/30/2022,25JUL2022:18:06:49,0,0,73905187,VISIONBANK OF IOWA,104 CHESTNUT,AMES,IA,50010,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269049,11763,09/30/2022,28OCT2022:15:41:32,0,0,73905187,VISIONBANK OF IOWA,104 CHESTNUT,AMES,IA,50010,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269049,11763,12/31/2022,21MAR2023:13:08:02,0,0,73905187,VISIONBANK OF IOWA,104 CHESTNUT,AMES,IA,50010,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269049,11763,03/31/2023,27APR2023:16:43:40,0,0,73905187,VISIONBANK OF IOWA,104 CHESTNUT,AMES,IA,50010,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269058,10989,03/31/2022,19APR2022:10:41:38,0,0,91904610,LAKE CENTRAL BANK,40 CHESTNUT STREET WEST,ANNANDALE,MN,55302,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269058,10989,06/30/2022,20JUL2022:14:38:54,0,0,91904610,LAKE CENTRAL BANK,40 CHESTNUT STREET WEST,ANNANDALE,MN,55302,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269058,10989,09/30/2022,12OCT2022:13:52:52,0,0,91904610,LAKE CENTRAL BANK,40 CHESTNUT STREET WEST,ANNANDALE,MN,55302,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269058,10989,12/31/2022,27JAN2023:14:47:36,0,0,91904610,LAKE CENTRAL BANK,40 CHESTNUT STREET WEST,ANNANDALE,MN,55302,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269058,10989,03/31/2023,24APR2023:17:17:21,0,0,91904610,LAKE CENTRAL BANK,40 CHESTNUT STREET WEST,ANNANDALE,MN,55302,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269571,29471,03/31/2022,20MAY2022:16:06:35,0,3506,243373280,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,935 FIFTH AVE.,FORD CITY,PA,16226,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269571,29471,06/30/2022,28JUL2022:14:54:01,0,3506,243373280,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,935 FIFTH AVE.,FORD CITY,PA,16226,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269571,29471,09/30/2022,24OCT2022:15:38:53,0,3506,243373280,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,935 FIFTH AVE.,FORD CITY,PA,16226,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269571,29471,12/31/2022,30JAN2023:16:26:36,0,3506,243373280,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,935 FIFTH AVE.,FORD CITY,PA,16226,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269571,29471,03/31/2023,08MAY2023:11:16:22,0,3506,243373280,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,935 FIFTH AVE.,FORD CITY,PA,16226,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269759,8845,03/31/2022,14APR2022:11:39:21,0,0,91211963,FARMERS AND MERCHANTS STATE BANK OF APPLETON,239 NORTH MILES STREET,APPLETON,MN,56208,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269759,8845,06/30/2022,18JUL2022:14:35:20,0,0,91211963,FARMERS AND MERCHANTS STATE BANK OF APPLETON,239 NORTH MILES STREET,APPLETON,MN,56208,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269759,8845,09/30/2022,14OCT2022:16:22:17,0,0,91211963,FARMERS AND MERCHANTS STATE BANK OF APPLETON,239 NORTH MILES STREET,APPLETON,MN,56208,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269759,8845,12/31/2022,23JAN2023:10:09:54,0,0,91211963,FARMERS AND MERCHANTS STATE BANK OF APPLETON,239 NORTH MILES STREET,APPLETON,MN,56208,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269759,8845,03/31/2023,08MAY2023:12:31:08,0,0,91211963,FARMERS AND MERCHANTS STATE BANK OF APPLETON,239 NORTH MILES STREET,APPLETON,MN,56208,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270148,19689,03/31/2022,12MAY2022:10:32:42,0,0,81218879,STATE BANK OF WHITTINGTON,200 NORTH MAIN STREET,BENTON,IL,62812,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270148,19689,06/30/2022,14JUL2022:16:34:59,0,0,81218879,STATE BANK OF WHITTINGTON,200 NORTH MAIN STREET,BENTON,IL,62812,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270148,19689,09/30/2022,27OCT2022:13:52:13,0,0,81218879,STATE BANK OF WHITTINGTON,200 NORTH MAIN STREET,BENTON,IL,62812,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270148,19689,12/31/2022,30JAN2023:12:17:19,0,0,81218879,STATE BANK OF WHITTINGTON,200 NORTH MAIN STREET,BENTON,IL,62812,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270148,19689,03/31/2023,17MAY2023:11:25:33,0,0,81218879,STATE BANK OF WHITTINGTON,200 NORTH MAIN STREET,BENTON,IL,62812,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270353,1391,03/31/2022,29APR2022:16:58:15,0,0,91904322,ARLINGTON STATE BANK,230 WEST MAIN,ARLINGTON,MN,55307,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270353,1391,06/30/2022,29JUL2022:14:05:58,0,0,91904322,ARLINGTON STATE BANK,230 WEST MAIN,ARLINGTON,MN,55307,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270353,1391,09/30/2022,28OCT2022:19:13:10,0,0,91904322,ARLINGTON STATE BANK,230 WEST MAIN,ARLINGTON,MN,55307,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270353,1391,12/31/2022,25JAN2023:17:19:50,0,0,91904322,ARLINGTON STATE BANK,230 WEST MAIN,ARLINGTON,MN,55307,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270353,1391,03/31/2023,28APR2023:18:55:30,0,0,91904322,ARLINGTON STATE BANK,230 WEST MAIN,ARLINGTON,MN,55307,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270504,6271,03/31/2022,22APR2022:15:57:34,1368,0,11601029,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,DERBY,VT,05829,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270504,6271,06/30/2022,26JUL2022:09:07:18,1368,0,11601029,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,DERBY,VT,05829,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270504,6271,09/30/2022,26OCT2022:15:28:40,1368,0,11601029,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,DERBY,VT,05829,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270504,6271,12/31/2022,31JAN2023:08:38:51,1368,0,11601029,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,DERBY,VT,05829,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270504,6271,03/31/2023,27APR2023:13:41:29,1368,0,11601029,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,DERBY,VT,05829,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270531,22811,03/31/2022,27APR2022:09:44:35,0,0,71002422,BRICKYARD BANK,6676 NORTH LINCOLN AVENUE,LINCOLNWOOD,IL,60712,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
