RSSD9001,RSSD9017,RSSD9999,RCFD2170
117775,"SOUTHERN BANK COMPANY, THE",03/31/2022,0.0
118156,SECURITY BANK AND TRUST COMPANY,03/31/2022,0.0
118660,HOME BANK OF CALIFORNIA,03/31/2022,0.0
118736,BANK OF YAZOO CITY,03/31/2022,0.0
119153,"SECURITY NATIONAL BANK OF ENID, THE",03/31/2022,0.0
119528,"FARMERS NATIONAL BANK OF EMLENTON, THE",03/31/2022,0.0
119779,CAPE COD CO-OPERATIVE BANK,03/31/2022,0.0
119872,FIRST SEACOAST BANK,03/31/2022,0.0
120476,ARGENTINE FEDERAL SAVINGS,03/31/2022,0.0
120542,STATE BANK OF CHILTON,03/31/2022,0.0
120609,THOMASTON SAVINGS BANK,03/31/2022,0.0
120953,FARMERS STATE BANK,03/31/2022,0.0
121642,BANKPLUS,03/31/2022,0.0
121651,JONESBORO STATE BANK,03/31/2022,0.0
121914,COMMUNITY STATE BANK OF ORBISONIA,03/31/2022,0.0
122153,JACKSON PARISH BANK,03/31/2022,0.0
122546,"FIRST NATIONAL BANK OF SANDOVAL, THE",03/31/2022,0.0
122854,INDEPENDENT BANK DBA INDEPENDENT FINANCIAL,03/31/2022,0.0
123075,MILTON SAVINGS BANK,03/31/2022,0.0
123374,BEAUREGARD FEDERAL SAVINGS BANK,03/31/2022,0.0
124344,BANK OF SUN PRAIRIE,03/31/2022,0.0
124830,BANK OF CAMILLA,03/31/2022,0.0
125154,"FSNB, NATIONAL ASSOCIATION",03/31/2022,0.0
125855,SABINE STATE BANK AND TRUST COMPANY,03/31/2022,0.0
125873,CLAY COUNTY SAVINGS BANK,03/31/2022,0.0
126012,CHAMPLAIN NATIONAL BANK,03/31/2022,0.0
126049,CONNECT BANK,03/31/2022,0.0
126375,VIDALIA FEDERAL SAVINGS BANK,03/31/2022,0.0
126553,NORTH SHORE BANK OF COMMERCE,03/31/2022,0.0
126834,CITIZENS BANK,03/31/2022,0.0
127055,WESTERN NATIONAL BANK,03/31/2022,0.0
127224,FIRST UNITED NATIONAL BANK,03/31/2022,0.0
128258,WESTERN DAKOTA BANK,03/31/2022,0.0
128904,EASTERN BANK,03/31/2022,0.0
129349,FIRST NATIONAL BANK OF STEELEVILLE,03/31/2022,0.0
129358,VALOR BANK,03/31/2022,0.0
129479,WHEATLAND BANK,03/31/2022,0.0
129732,BYLINE BANK,03/31/2022,0.0
129853,COMMERCIAL STATE BANK OF WAGNER,03/31/2022,0.0
129910,"PEOPLES EXCHANGE BANK, INC.",03/31/2022,0.0
130345,COMMUNITY STATE BANK,03/31/2022,0.0
130541,HORIZON BANK,03/31/2022,0.0
130813,LIBERTY NATIONAL BANK,03/31/2022,0.0
131034,CITIZENS BANK OF FLORIDA,03/31/2022,0.0
131173,GUARANTY BANK,03/31/2022,0.0
131436,FIRST BANK,03/31/2022,0.0
131717,"FARMERS STATE BANK, INC",03/31/2022,0.0
131940,WALDO STATE BANK,03/31/2022,0.0
132107,ANDROSCOGGIN SAVINGS BANK,03/31/2022,0.0
132451,"FIRST NATIONAL BANK OF LOUISBURG, THE",03/31/2022,0.0
132778,HOMESTEAD SAVINGS BANK,03/31/2022,0.0
132938,PLANTERS AND CITIZENS BANK,03/31/2022,0.0
133579,"BANK OF BENNINGTON, THE",03/31/2022,0.0
133850,FIRST CITIZENS NATIONAL BANK,03/31/2022,0.0
133971,LISLE SAVINGS BANK,03/31/2022,0.0
134156,FIRST CENTRAL BANK,03/31/2022,0.0
134437,TROY BANK & TRUST COMPANY,03/31/2022,0.0
134455,TENSAS STATE BANK,03/31/2022,0.0
134848,TEUTOPOLIS STATE BANK,03/31/2022,0.0
135836,SOUTH LAFOURCHE BANK & TRUST COMPANY,03/31/2022,0.0
135854,HEARTLAND STATE BANK,03/31/2022,0.0
136048,PEOPLES SAVINGS BANK,03/31/2022,0.0
136338,MERCHANTS & FARMERS BANK & TRUST COMPANY,03/31/2022,0.0
136459,GATES BANKING AND TRUST COMPANY,03/31/2022,0.0
136655,"LYNDON STATE BANK, THE",03/31/2022,0.0
137205,MACHIAS SAVINGS BANK,03/31/2022,0.0
137447,"FNB COMMUNITY BANK,THE",03/31/2022,0.0
137456,"BANK OF BEAVER CITY, THE",03/31/2022,0.0
137559,FARMERS NATIONAL BANK,03/31/2022,0.0
137643,WEST IOWA BANK,03/31/2022,0.0
137652,UNIVERSITY BANK,03/31/2022,0.0
137915,EMIGRANT BANK,03/31/2022,0.0
138051,"FARMERS STATE BANK OF ALICEVILLE, KANSAS, THE",03/31/2022,0.0
138257,"FIRST NATIONAL BANK OF ASPERMONT, THE",03/31/2022,0.0
138556,HOME BANKING COMPANY,03/31/2022,0.0
139133,AMERIFIRST BANK,03/31/2022,0.0
139478,HARLEYSVILLE BANK,03/31/2022,0.0
139553,MABREY BANK,03/31/2022,0.0
139656,EQUITY BANK,03/31/2022,0.0
139740,WEST BANK,03/31/2022,0.0
139834,CITIZENS STATE BANK,03/31/2022,0.0
139843,FIRST FARMERS BANK & TRUST CO.,03/31/2022,0.0
140157,HOMESTEAD BANK,03/31/2022,0.0
140362,SUNWEST BANK,03/31/2022,0.0
140634,FIRST STATE BANK OF RANDOLPH COUNTY,03/31/2022,0.0
141211,"MUNCY BANK AND TRUST COMPANY, THE",03/31/2022,0.0
141341,"BANK OF CARBONDALE, THE",03/31/2022,0.0
141350,"FIRST STATE BANK, THE",03/31/2022,0.0
141556,STEARNS BANK NATIONAL ASSOCIATION,03/31/2022,0.0
141677,FIRST SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
141958,BANK OF GLEASON,03/31/2022,0.0
142049,BANK 1ST,03/31/2022,0.0
142179,STREATOR HOME SAVINGS BANK,03/31/2022,0.0
142955,SPIRITBANK,03/31/2022,0.0
143372,PROGRESSIVE OZARK BANK,03/31/2022,0.0
143662,UMPQUA BANK,03/31/2022,0.0
143859,NEBRASKA BANK,03/31/2022,0.0
143952,"FIRST BANK OF BALDWIN, THE",03/31/2022,0.0
144034,BANK OF CLEVELAND,03/31/2022,0.0
144052,EXCHANGE BANK & TRUST,03/31/2022,0.0
144155,STERLING STATE BANK,03/31/2022,0.0
144678,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF LORAIN,03/31/2022,0.0
144856,FIRST STATE BANK AND TRUST,03/31/2022,0.0
144913,"NEFFS NATIONAL BANK, THE",03/31/2022,0.0
145059,BANK OF HALLS,03/31/2022,0.0
145545,FIRST NATIONAL BANK OF WATERLOO,03/31/2022,0.0
145554,"FIRST NATIONAL BANK AND TRUST COMPANY OF BROKEN ARROW, THE",03/31/2022,0.0
145741,FARMERS & MERCHANTS STATE BANK,03/31/2022,0.0
145844,"FOUNTAIN TRUST COMPANY, THE",03/31/2022,0.0
146056,ALLNATIONS BANK,03/31/2022,0.0
146663,SAVINGS BANK OF MENDOCINO COUNTY,03/31/2022,0.0
146672,"FLAGSTAR BANK, FSB",03/31/2022,0.0
147651,COMMUNITY STATE BANK OF CANTON,03/31/2022,0.0
147679,ASCENDIA BANK,03/31/2022,0.0
147857,FIRST BANK BLUE EARTH,03/31/2022,0.0
147923,BANK OF OCEAN CITY,03/31/2022,0.0
148171,"GOLDEN BELT BANK, FSA",03/31/2022,0.0
148238,PEOPLES BANK,03/31/2022,0.0
148340,UNION STATE BANK,03/31/2022,0.0
148470,1ST BANK OF SEA ISLE CITY,03/31/2022,0.0
148715,"PBK BANK, INC",03/31/2022,0.0
148809,RSI BANK,03/31/2022,0.0
148920,"REPUBLIC BANKING COMPANY, THE",03/31/2022,0.0
149150,CITIZENS STATE BANK,03/31/2022,0.0
150035,FIRST FARMERS AND MERCHANTS BANK,03/31/2022,0.0
150044,UNITED BANK OF MICHIGAN,03/31/2022,0.0
150727,"RICHWOOD BANKING COMPANY, INC., THE",03/31/2022,0.0
151546,SECURITY NATIONAL BANK,03/31/2022,0.0
151957,FIRST STATE BANK,03/31/2022,0.0
152057,BANK OF COMMERCE,03/31/2022,0.0
152253,CASTLE ROCK BANK,03/31/2022,0.0
152431,LONGVIEW BANK & TRUST,03/31/2022,0.0
152440,CENTRAL STATE BANK,03/31/2022,0.0
153054,"NORTHWESTERN BANK, THE",03/31/2022,0.0
153353,PEOPLES BANK AND TRUST COMPANY,03/31/2022,0.0
154154,"FIRST NATIONAL BANK AND TRUST COMPANY, CHICKASHA, OKLAHOMA, THE",03/31/2022,0.0
154770,MUTUALONE BANK,03/31/2022,0.0
155759,CLEO STATE BANK,03/31/2022,0.0
156457,HOMETOWN COMMUNITY BANK,03/31/2022,0.0
156635,COLCHESTER STATE BANK,03/31/2022,0.0
156970,FAMILY BANK,03/31/2022,0.0
157155,THAYER COUNTY BANK,03/31/2022,0.0
157379,METHUEN CO-OPERATIVE BANK,03/31/2022,0.0
157650,MINNESOTA LAKES BANK,03/31/2022,0.0
157744,HOOSIER HEARTLAND STATE BANK,03/31/2022,0.0
157856,FIRST BANK AND TRUST COMPANY,03/31/2022,0.0
158376,FIRST FEDERAL SAVINGS BANK OF ANGOLA,03/31/2022,0.0
158741,CROSSROADS BANK,03/31/2022,0.0
159636,WILSON BANK & TRUST,03/31/2022,0.0
159645,STATE BANK OF REESEVILLE,03/31/2022,0.0
159953,OKLAHOMA BANK AND TRUST COMPANY,03/31/2022,0.0
159971,"SOMERSET SAVINGS BANK, SLA",03/31/2022,0.0
160360,OREGON PACIFIC BANKING CO. DBA OREGON PACIFIC BANK,03/31/2022,0.0
160454,"FIRST NATIONAL BANK OF BALLINGER, THE",03/31/2022,0.0
160650,CHARTER BANK,03/31/2022,0.0
160959,KS STATEBANK,03/31/2022,0.0
161273,"NORTH SHORE BANK, A CO-OPERATIVE BANK",03/31/2022,0.0
161602,"CANANDAIGUA NATIONAL BANK AND TRUST COMPANY, THE",03/31/2022,0.0
162337,CITIZENS TRI-COUNTY BANK,03/31/2022,0.0
163343,CENTREBANK,03/31/2022,0.0
163549,INCREDIBLEBANK,03/31/2022,0.0
163857,F&M BANK,03/31/2022,0.0
164153,LAKE REGION BANK,03/31/2022,0.0
164331,LOGAN BANK & TRUST COMPANY,03/31/2022,0.0
164377,SHARON BANK,03/31/2022,0.0
164957,CONCORDIA BANK,03/31/2022,0.0
164975,STOUGHTON CO-OPERATIVE BANK,03/31/2022,0.0
165628,FIRST FINANCIAL BANK,03/31/2022,0.0
165758,NEW MARKET BANK,03/31/2022,0.0
166111,"NORTH COUNTRY SAVINGS BANK, THE",03/31/2022,0.0
166531,BANK OF FRANKEWING,03/31/2022,0.0
166652,ALLIANCE BANK,03/31/2022,0.0
166849,FARMERS NATIONAL BANK OF GRIGGSVILLE,03/31/2022,0.0
167453,BLUFF VIEW BANK,03/31/2022,0.0
167752,"MARION NATIONAL BANK, THE",03/31/2022,0.0
168357,COMMUNITY DEVELOPMENT BANK FSB,03/31/2022,0.0
168571,ARMOR BANK,03/31/2022,0.0
169327,"PROVIDENT STATE BANK, INC.",03/31/2022,0.0
169354,"STATE NATIONAL BANK OF BIG SPRING, THE",03/31/2022,0.0
169653,FIRST BANK,03/31/2022,0.0
169756,WESTERN COMMERCE BANK,03/31/2022,0.0
170257,HASKELL NATIONAL BANK,03/31/2022,0.0
170275,VOLUNTEER FEDERAL SAVINGS BANK,03/31/2022,0.0
170332,FIRST EXCHANGE BANK,03/31/2022,0.0
171133,EASTERN NATIONAL BANK,03/31/2022,264136.0
171656,CARSON BANK,03/31/2022,0.0
171759,"F & M COMMUNITY BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
171768,"SOUTHSTAR BANK, S.S.B.",03/31/2022,0.0
172251,RANDALL STATE BANK,03/31/2022,0.0
172457,"CITIZENS BANK OF EDMOND, THE",03/31/2022,0.0
172475,CREST SAVINGS BANK,03/31/2022,0.0
172859,FIRST STATE BANK,03/31/2022,0.0
173306,NATIONAL BANK OF MIDDLEBURY,03/31/2022,0.0
173342,PIGGOTT STATE BANK,03/31/2022,0.0
173557,ST. JOHNS BANK & TRUST COMPANY,03/31/2022,0.0
173575,"VILLAGE BANK, THE",03/31/2022,0.0
173641,"FIRST NATIONAL BANK OF RUSSELL SPRINGS, THE",03/31/2022,0.0
173959,"FIRST NATIONAL BANK OF HEBBRONVILLE, THE",03/31/2022,0.0
174321,BLUE RIDGE BANK,03/31/2022,0.0
174367,COMMERCE BANK TEXAS,03/31/2022,0.0
174572,COLUMBIA BANK,03/31/2022,0.0
175056,BANK OF WESTERN OKLAHOMA,03/31/2022,0.0
175140,COMMUNITY FIRST BANK,03/31/2022,0.0
175458,BANK OF MEAD,03/31/2022,0.0
175609,BANK OF MILLBROOK,03/31/2022,0.0
176101,ORANGE BANK & TRUST COMPANY,03/31/2022,0.0
176325,FARMERS & MERCHANTS BANK,03/31/2022,0.0
176437,BANK OF WRIGHTSVILLE,03/31/2022,0.0
176464,ALLIANCE BANK,03/31/2022,0.0
176642,LNB COMMUNITY BANK,03/31/2022,0.0
177135,FIRST PROGRESSIVE BANK,03/31/2022,0.0
177443,FIRST NATIONAL BANK IN TAYLORVILLE,03/31/2022,0.0
177500,FIRST NATIONAL BANK OF ORWELL,03/31/2022,0.0
177555,CORN GROWERS STATE BANK,03/31/2022,0.0
177751,CASS COMMERCIAL BANK,03/31/2022,0.0
177920,"MIDDLEFIELD BANKING COMPANY, THE",03/31/2022,0.0
178150,LAONA STATE BANK,03/31/2022,0.0
178244,BELLEVUE STATE BANK,03/31/2022,0.0
178356,COLFAX BANKING COMPANY,03/31/2022,0.0
178851,GRAND VALLEY BANK,03/31/2022,0.0
179148,SUCCESS BANK,03/31/2022,0.0
179335,BANK OF WIGGINS,03/31/2022,0.0
179700,CLINTON SAVINGS BANK,03/31/2022,0.0
180144,"SACRAMENTO DEPOSIT BANK, THE",03/31/2022,0.0
180537,TOWN-COUNTRY UNITED BANK,03/31/2022,0.0
180845,ILLINI STATE BANK,03/31/2022,0.0
181963,"CITY NATIONAL BANK OF TAYLOR, THE",03/31/2022,0.0
182951,"CLASSIC BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
183668,"BANK OF HEMET, THE",03/31/2022,0.0
183770,MECHANICS COOPERATIVE BANK,03/31/2022,0.0
183958,FIRST NATIONAL BANK AND TRUST,03/31/2022,0.0
184656,"CITIZENS NATIONAL BANK OF HILLSBORO, THE",03/31/2022,0.0
184759,WASHITA VALLEY BANK,03/31/2022,0.0
185251,"FIRST NATIONAL BANK OF FLETCHER, THE",03/31/2022,0.0
185448,SOLON STATE BANK,03/31/2022,0.0
185859,LINDELL BANK & TRUST COMPANY,03/31/2022,0.0
186221,"OLD POINT NATIONAL BANK OF PHOEBUS, THE",03/31/2022,0.0
186548,TSB BANK,03/31/2022,0.0
186717,FIRST NORTHERN BANK AND TRUST COMPANY,03/31/2022,0.0
186744,FIRST CITIZENS BANK,03/31/2022,0.0
187648,VERMONT STATE BANK,03/31/2022,0.0
187947,BANK IOWA,03/31/2022,0.0
188056,NORTHERN STATE BANK OF THIEF RIVER FALLS,03/31/2022,0.0
188177,WESTMORELAND FEDERAL SAVINGS AND LOAN ASSOCIATION OF LATROBE,03/31/2022,0.0
188430,"FLORIDA CAPITAL BANK, N.A.",03/31/2022,0.0
188449,PCSB BANK,03/31/2022,0.0
188720,"FARMERS BANK OF APPOMATTOX, THE",03/31/2022,0.0
188739,BASILE STATE BANK,03/31/2022,0.0
188917,FIRST NATIONAL BANK OF ABSECON,03/31/2022,0.0
189129,"COMMERCIAL AND SAVINGS BANK OF MILLERSBURG, OHIO, THE",03/31/2022,0.0
189745,INLAND BANK AND TRUST,03/31/2022,0.0
189950,FIRST STATE BANK OF ROSCOE,03/31/2022,0.0
190563,FIRST STATE BANK OF TEXAS,03/31/2022,0.0
190648,IOWA SAVINGS BANK,03/31/2022,0.0
190947,FIRST STATE BANK,03/31/2022,0.0
190956,"WANDA STATE BANK, THE",03/31/2022,0.0
191355,FRONTIER BANK,03/31/2022,0.0
191935,FIRST STATE BANK OF THE FLORIDA KEYS,03/31/2022,0.0
192147,CITIZENS BANK & TRUST COMPANY,03/31/2022,0.0
192558,FIRST BANK KANSAS,03/31/2022,0.0
192651,PEOPLES STATE BANK OF WELLS,03/31/2022,0.0
192857,BANK OF THE PANHANDLE,03/31/2022,0.0
193162,"FIRST NATIONAL BANK OF TOM BEAN, THE",03/31/2022,0.0
193247,FIDELITY BANK,03/31/2022,0.0
193537,BANK OF DAWSON,03/31/2022,0.0
193649,"FIRST TRUST AND SAVINGS BANK OF WATSEKA, THE",03/31/2022,0.0
193809,DEDHAM INSTITUTION FOR SAVINGS,03/31/2022,0.0
194440,COMMERCIAL SAVINGS BANK,03/31/2022,0.0
194570,HERITAGE BANK OF SAINT TAMMANY,03/31/2022,0.0
194936,BANKSOUTH,03/31/2022,0.0
195111,RHINEBECK BANK,03/31/2022,0.0
195157,"FIRST NATIONAL BANK OF SEDAN, THE",03/31/2022,0.0
195456,FIRST NATIONAL BANK,03/31/2022,0.0
196752,TRICENTURY BANK,03/31/2022,0.0
196800,MARTHA'S VINEYARD BANK,03/31/2022,0.0
197142,SPRINGFIELD STATE BANK,03/31/2022,0.0
197254,FIRST NATIONAL BANK OF SPEARVILLE,03/31/2022,0.0
197302,EAGLE BANK,03/31/2022,0.0
197478,EAST WEST BANK,03/31/2022,62224510.0
197759,FIRST NATIONAL BANK MINNESOTA,03/31/2022,0.0
198073,FIRST FEDERAL SAVINGS AND LOAN BANK,03/31/2022,0.0
198149,ABBYBANK,03/31/2022,0.0
198251,SHERBURNE STATE BANK,03/31/2022,0.0
198961,FIRST NATIONAL BANK OF BOSQUE COUNTY,03/31/2022,0.0
199137,"WARRINGTON BANK, THE",03/31/2022,0.0
199351,WESTERN NATIONAL BANK,03/31/2022,0.0
199436,ALTAMAHA BANK AND TRUST COMPANY,03/31/2022,0.0
199463,WESTERN BANK,03/31/2022,0.0
200042,STATE BANK OF WAPELLO,03/31/2022,0.0
200378,"BANC OF CALIFORNIA, NATIONAL ASSOCIATION",03/31/2022,0.0
200435,WAUCHULA STATE BANK,03/31/2022,0.0
201254,AMERICANA COMMUNITY BANK,03/31/2022,0.0
201834,LAKESIDE BANK,03/31/2022,0.0
202514,"CUMBERLAND SECURITY BANK, INC.",03/31/2022,0.0
202541,IOWA TRUST AND SAVINGS BANK,03/31/2022,0.0
202907,"COMMUNITY BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
203043,"MIDWEST HERITAGE BANK, FSB",03/31/2022,0.0
203052,SENATH STATE BANK,03/31/2022,0.0
203575,"CONNEAUT SAVINGS BANK, THE",03/31/2022,0.0
204004,PROVIDENT BANK,03/31/2022,0.0
204077,CHESAPEAKE BANK OF MARYLAND,03/31/2022,0.0
204237,MAGNOLIA STATE BANK,03/31/2022,0.0
204826,FIRST NATIONAL BANK IN NEW BREMEN,03/31/2022,0.0
205243,FARMERS AND MERCHANTS BANK,03/31/2022,0.0
205346,FARMERS SAVINGS BANK,03/31/2022,0.0
205458,STATE BANK OF TAUNTON,03/31/2022,0.0
205542,CHEROKEE STATE BANK,03/31/2022,0.0
206156,SOUTHWEST CAPITAL BANK,03/31/2022,0.0
206174,AMBLER SAVINGS BANK,03/31/2022,0.0
206473,EQUITABLE SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
206772,EASTERN INTERNATIONAL BANK,03/31/2022,0.0
206950,UNION STATE BANK,03/31/2022,0.0
207041,"FIRST NATIONAL BANK OF BROWNSTOWN, THE",03/31/2022,0.0
207050,WEST GATE BANK,03/31/2022,0.0
207452,GRANT COUNTY BANK,03/31/2022,0.0
207470,FIRST FEDERAL BANK OF OHIO,03/31/2022,0.0
207555,"NORTHWESTERN BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
207845,"FIRST NATIONAL BANK AND TRUST COMPANY, THE",03/31/2022,0.0
207872,FIRST UTAH BANK,03/31/2022,0.0
207957,"CITIZENS STATE BANK OF TYLER, INCORPORATED",03/31/2022,0.0
208057,VERMILLION STATE BANK,03/31/2022,0.0
208244,OLD NATIONAL BANK,03/31/2022,45587856.0
208347,BENTON STATE BANK,03/31/2022,0.0
208440,FARMERS STATE BANK,03/31/2022,0.0
208459,"STEARNS BANK OF UPSALA, NATIONAL ASSOCIATION",03/31/2022,0.0
208570,UNIVERSAL BANK,03/31/2022,0.0
208655,FIRST NORTHEAST BANK OF NEBRASKA,03/31/2022,0.0
208972,KEYSAVINGS BANK,03/31/2022,0.0
209148,"FIRST NATIONAL BANK OF CARMI, THE",03/31/2022,0.0
209362,"BANK OF WHITTIER, NATIONAL ASSOCIATION",03/31/2022,0.0
209559,FNB WASHINGTON,03/31/2022,0.0
209858,INBANK,03/31/2022,0.0
210238,SOUTHEASTERN BANK,03/31/2022,0.0
210256,WADENA STATE BANK,03/31/2022,0.0
210434,"NORTHERN TRUST COMPANY, THE",03/31/2022,172118401.0
210779,PEOPLES FEDERAL SAVINGS AND LOAN ASSOCIATION,03/31/2022,0.0
211114,"HYDEN CITIZENS BANK, INC",03/31/2022,0.0
211271,"NORTH AMERICAN SAVINGS BANK, FSB",03/31/2022,0.0
211338,COFFEE COUNTY BANK,03/31/2022,0.0
211851,"SECURITY STATE BANK OF WANAMINGO, INCORPORATED",03/31/2022,0.0
212018,PENNIAN BANK,03/31/2022,0.0
212335,PERSONS BANKING COMPANY,03/31/2022,0.0
212344,CITIZENS STATE BANK,03/31/2022,0.0
212465,"MUFG UNION BANK, NATIONAL ASSOCIATION",03/31/2022,125732931.0
212522,SOMERSET TRUST COMPANY,03/31/2022,0.0
212577,HOMETRUST BANK,03/31/2022,0.0
213471,"SLOVENIAN SAVINGS AND LOAN ASSOCIATION OF CANONSBURG, PA",03/31/2022,0.0
213538,BANK OF ABBEVILLE & TRUST COMPANY,03/31/2022,0.0
213912,"APPLE CREEK BANKING COMPANY, THE",03/31/2022,0.0
213958,CITIZENS STATE BANK OF WAVERLY (INCORPORATED),03/31/2022,0.0
214106,"BANK OF GREENE COUNTY, THE",03/31/2022,0.0
214414,"FARMERS & MERCHANTS STATE BANK, THE",03/31/2022,0.0
214722,CHESAPEAKE BANK,03/31/2022,0.0
214807,DEUTSCHE BANK TRUST COMPANY AMERICAS,03/31/2022,0.0
214843,"FIRST NATIONAL BANK IN CRESTON, THE",03/31/2022,0.0
215345,MANUFACTURERS BANK & TRUST COMPANY,03/31/2022,0.0
215354,MERAMEC VALLEY BANK,03/31/2022,0.0
215653,WELCOME STATE BANK,03/31/2022,0.0
215662,AMERICAN BANK OF COMMERCE,03/31/2022,0.0
215710,"JUNIATA VALLEY BANK, THE",03/31/2022,0.0
216164,FIRST STATE BANK,03/31/2022,0.0
216230,FIRST NATIONAL BANK NORTHWEST FLORIDA,03/31/2022,0.0
216922,FIRST BANK,03/31/2022,0.0
217059,FIRST FARMERS & MERCHANTS BANK,03/31/2022,0.0
218131,CBBC BANK,03/31/2022,0.0
218261,ZAPATA NATIONAL BANK,03/31/2022,0.0
218850,STATE BANK OF ODELL,03/31/2022,0.0
218878,"SECURITY BANK, S.B.",03/31/2022,0.0
219044,COLLINS STATE BANK,03/31/2022,0.0
219651,CNB BANK,03/31/2022,0.0
219679,CARROLLTON FEDERAL BANK,03/31/2022,0.0
220059,"WNB FINANCIAL, NATIONAL ASSOCIATION",03/31/2022,0.0
220527,PEOPLES BANK,03/31/2022,0.0
220844,DENVER SAVINGS BANK,03/31/2022,0.0
220974,FIRST FEDERAL BANK,03/31/2022,0.0
221775,"INTERAMERICAN BANK, A FEDERAL SAVINGS BANK",03/31/2022,0.0
222156,FIRST STATE BANK OF WYOMING,03/31/2022,0.0
222446,DENMARK STATE BANK,03/31/2022,0.0
222558,"BANK OF BAKER, THE",03/31/2022,0.0
222754,"FIRST WESTROADS BANK, INC.",03/31/2022,0.0
223322,"FIRST BANK AND TRUST COMPANY, THE",03/31/2022,0.0
223452,PEOPLES BANK OF WYACONDA,03/31/2022,0.0
223751,BELT VALLEY BANK,03/31/2022,0.0
223845,DANVILLE STATE SAVINGS BANK,03/31/2022,0.0
224954,HEADWATERS STATE BANK,03/31/2022,0.0
225054,ANDOVER STATE BANK,03/31/2022,0.0
225157,ULTIMA BANK MINNESOTA,03/31/2022,0.0
225559,BANK OF BARTLETT,03/31/2022,0.0
225942,HERITAGE BANK,03/31/2022,0.0
226949,GRAND RIVERS COMMUNITY BANK,03/31/2022,0.0
227151,UNION STATE BANK,03/31/2022,0.0
227357,"BRENHAM NATIONAL BANK, THE",03/31/2022,0.0
227656,BRIGHTON BANK,03/31/2022,0.0
227777,MILFORD FEDERAL BANK,03/31/2022,0.0
228000,FRANKLIN SAVINGS BANK,03/31/2022,0.0
228158,FIRST MIDWEST BANK OF THE OZARKS,03/31/2022,0.0
228279,CROSSROADS BANK,03/31/2022,0.0
228345,STATE BANK OF NEWBURG,03/31/2022,0.0
229070,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF SAN RAFAEL,03/31/2022,0.0
229173,"AUBURN SAVINGS BANK, FSB",03/31/2022,0.0
229342,STATE BANK & TRUST CO.,03/31/2022,0.0
229454,FIRST STATE BANK OF BROWNSBORO,03/31/2022,0.0
229801,VALLEY NATIONAL BANK,03/31/2022,0.0
229913,MIZUHO BANK (USA),03/31/2022,6967587.0
230423,"FIRST CITIZENS NATIONAL BANK OF UPPER SANDUSKY, THE",03/31/2022,0.0
230610,"HOCKING VALLEY BANK, THE",03/31/2022,0.0
230759,INTERNATIONAL BANK OF COMMERCE,03/31/2022,0.0
231279,CHESTER NATIONAL BANK,03/31/2022,0.0
232847,FIRST STATE BANK SHANNON-POLO,03/31/2022,0.0
232856,TEXASBANK,03/31/2022,0.0
233031,REGIONS BANK,03/31/2022,163179000.0
233246,FIRST COMMUNITY BANK,03/31/2022,0.0
233358,CITIZENS NATIONAL BANK AT BROWNWOOD,03/31/2022,0.0
233442,"IUKA STATE BANK, THE",03/31/2022,0.0
233527,"BLUE RIDGE BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
233554,WESTERN STATE BANK,03/31/2022,0.0
234355,CENTRAL NATIONAL BANK,03/31/2022,0.0
234506,"NATIONAL BANK OF COXSACKIE, THE",03/31/2022,0.0
234739,FIRST VOLUNTEER BANK,03/31/2022,0.0
234841,NEW ALBIN SAVINGS BANK,03/31/2022,0.0
235174,MUTUAL FEDERAL BANK,03/31/2022,0.0
235231,UNION BANK,03/31/2022,0.0
235316,ROCKHOLD BANK,03/31/2022,0.0
235446,SHELBY COUNTY STATE BANK,03/31/2022,0.0
235530,"RESOURCE BANK, NATIONAL ASSOCIATION",03/31/2022,0.0
235558,CITIZENS STATE BANK,03/31/2022,0.0
235950,JOHNSON STATE BANK,03/31/2022,0.0
236153,FIRST INTERNATIONAL BANK AND TRUST,03/31/2022,0.0
236256,BANK OF BROOKFIELD-PURDIN NATIONAL ASSOCIATION,03/31/2022,0.0
236603,"DELAWARE NATIONAL BANK OF DELHI, THE",03/31/2022,0.0
236706,PEAPACK-GLADSTONE BANK,03/31/2022,0.0
236957,UPPER PENINSULA STATE BANK,03/31/2022,0.0
237066,WEST TEXAS NATIONAL BANK,03/31/2022,0.0
237619,PIONEER BANK,03/31/2022,0.0
237954,"IDABEL NATIONAL BANK, THE",03/31/2022,0.0
238139,FIRST BANK OF MANHATTAN,03/31/2022,0.0
238250,PEOPLES STATE BANK,03/31/2022,0.0
238737,"TERRABANK, NATIONAL ASSOCIATION",03/31/2022,0.0
239556,"FIRST BANK, UPPER MICHIGAN",03/31/2022,0.0
239613,FNCB BANK,03/31/2022,0.0
239659,FIRST BANK,03/31/2022,0.0
240954,FIRST NATIONAL BANK OF BURLESON,03/31/2022,0.0
241009,"FIRST NATIONAL BANK OF DRYDEN, THE",03/31/2022,0.0
